Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
198209,75.29,352.57,870.26,410.44,2017.52,99.86,181.58,292.38,499.85,105.3,187.7,215.76,918.34,476.07,38.71,59.84,113.65,77.98,162.36,56.66,160.86,167.32,541.83,405.55,380.59,486.53,97.5,138.95,220.68,415.01,519.93,1146.27,92.32,78.28,521.13,57.78,165.85,108.78,322.53,360.62,184.66,86.02,236.4,150.18,173.44,215.82,33.19,187.3,34.88
198210,81.05,359.13,912.31,376.19,2097.33,101.81,185.02,317.93,499.89,116.72,193.25,211.48,955.36,473.04,40.02,61.17,115.97,79.5,153.48,53.41,154.87,165.2,547.63,406.59,372.08,479.81,105.35,138.19,214.11,426.19,521.37,1179.64,98.7,82.55,537.44,63.89,165.63,108,317.02,367.51,181.81,89.73,249.52,153.31,186.51,234.24,34,196.59,36.05
198211,89.69,393.74,926.18,402.36,2346.29,124.12,223.26,379.41,557.83,132.03,225.68,229.11,1024.04,535.66,44.63,71.32,137.22,100.32,168.81,58.53,173.14,194.71,642.41,472.37,378.76,551.61,128.67,152.5,233.02,449.34,543.41,1275.69,110.56,95.35,617.29,85.22,198.52,127.08,372.52,415.23,216.48,106.48,294.48,172.2,226.26,262.21,41.9,222.04,42.47
198212,93.5,406.95,980.15,427.83,2287.8,138.48,235.72,424.22,607.18,144.72,253.28,250.96,1050.85,548.19,48.34,73.72,153.28,113.95,177.77,60.08,182.72,207.23,690.85,490.35,363.75,582.17,144.19,149.95,230.75,417.58,538.4,1354.66,120.78,106.82,676.51,91.8,216.03,146.39,391.96,433.21,240.19,118.11,328.37,182.62,240.25,282.5,49.13,233.02,46.61
198301,97.4,423.04,1045.48,410.83,2269.21,125.9,197.91,438.08,599.07,144.06,263.01,258.67,1043.88,540.36,49.56,76.85,160.82,111.75,189.79,62.87,191.12,210.12,732.46,517.67,377.42,554.85,177.55,159.01,233.11,448.15,556.56,1363.5,119.61,108.8,715.14,84.75,213.48,148.3,405.21,441.02,237.83,118.36,320.66,179.67,231.64,269.23,50.23,227.62,47.6
198302,98.16,421.93,1013.1,417.26,2231.89,140.55,199.6,420.63,623.35,140.61,254.44,262.76,1089.1,588.8,52.74,79.82,164.74,119.14,206.9,66.07,198.98,223.4,749.46,514.17,426.05,564.67,218.45,183.07,248.84,469.26,573.57,1531.21,122.09,115.3,769.59,103.57,232.54,163.8,413.64,443.21,253.55,124.69,324,181.94,236.66,264.77,52.05,228.12,51.07
198303,105.37,424.46,1014.23,457.39,2265.9,158.31,213.06,452.32,649.23,152.59,286.46,271.18,1104.17,608.92,58.7,84.31,174.43,113.27,214.46,65.53,197.01,234.25,747.88,542.95,456.77,574.81,169.16,171.2,228.75,462.44,575.86,1503.59,130.77,125.15,785.77,103.13,242.38,174.09,444.37,464.42,267.66,135.49,349.85,201.36,251.29,286.02,55.6,238.14,53.45
198304,109.39,444.87,1072.62,508.08,2383.24,143.07,218.6,496.46,649.99,171.11,334.04,283.31,1138.59,613.67,63.53,90.87,185.55,121.32,220.39,69.41,197.52,230,741.34,578.62,461.11,607.75,177.35,175.63,226.66,497.64,573.13,1536.18,132.21,128.12,800.23,107.68,246.08,167.28,454.44,476.3,271.39,140.84,386.43,209.23,271.56,307.23,62.1,252.62,53.7
198305,105.76,470.93,1116.76,535.4,2491.39,148.07,233.06,540.69,693.42,186.33,349.96,295.92,1199.47,666.64,67.36,96.16,191.91,132.93,226.95,71.65,208.82,231.64,860.06,607.13,523.61,691.08,197.37,195.67,232.47,550.75,591.83,1647.53,148.5,136.84,904.13,113.79,259.82,165.23,490.34,514.25,288.21,151.13,425.41,226.59,303.64,323.4,67.16,278.93,58.2
198306,108.88,475.12,1067,515,2352.06,165.67,243.6,539.08,649.99,188.8,351.84,292.25,1148.87,699.53,71.42,98.19,196.64,140.47,247.55,78.3,219.56,246.46,841.93,607.34,541.83,726.69,223.03,212.48,258.35,556.69,600.12,1625.04,146.01,141.64,907.88,124.89,276.28,184.4,504.96,523.72,300.46,154.21,425.56,233.92,308.62,317.81,70.87,283.56,62.44
198307,97.15,484.7,1109.54,505.34,2129.87,199.04,214.98,520.79,617.74,194.31,332.13,278.89,978.92,705.23,71.52,106.11,186.07,127.76,254.81,80.33,220.5,253.83,918.87,647.42,497.49,618.81,166.98,207.84,272.49,550.83,626.96,1402.43,115.47,150.04,813.5,135.74,242.32,199.26,465.57,498.52,304.08,151.81,439.56,212.33,252.45,519.04,61.32,242.07,64.78
198308,102.96,476.81,1048.49,503.07,2154.73,195.06,193.89,499.22,578.91,183.07,310.64,254.64,943.12,705.47,71.49,102.16,180.61,120.62,255.53,86.22,213.5,235.3,903.35,608.51,488.85,613.93,164.52,213.65,268.25,548.45,632.66,1351.51,110.6,139.3,782.65,119.91,232.16,185.69,461.34,494.01,294.38,142.09,431.39,200.3,243.96,482.32,58.91,242.51,63.27
198309,99.86,480.36,1108.49,515.92,2259.03,200.04,185.98,487.84,568.52,170.71,293.71,244.64,944.5,767.51,68.18,101.63,172.87,114.47,270.73,78.61,210.35,228.74,868.87,594.31,447.25,598.07,169.91,214.32,270.17,590.74,635.82,1379.6,109.39,135.69,784.6,116.54,226.97,186.08,467.22,485.27,286.57,138.89,406.48,200.21,248.24,498.23,51.44,242.21,59.54
198310,100.67,510.02,1119.09,540.13,2439.91,204.14,190.57,505.7,591.98,172.14,286.72,248.88,962.23,764,69.75,103.38,179.77,115.62,265.54,79.11,218.59,236.28,910.11,615.48,510.93,629.21,142.47,204.73,280.47,564.35,664.83,1412.02,109.58,139,820.23,119.93,230.12,183.19,473.96,509.9,289.99,142.93,414.23,207.43,254.06,505.99,53.69,245.5,61.11
198311,96.2,529.82,1149.57,525.4,2498.5,198.08,183.33,479.86,582.33,164.04,254.88,236.74,967.32,740.93,66.47,98.84,174.04,102.38,254.15,75.34,207.75,229.91,931.03,592.02,509.78,622.04,123.49,182.86,261.05,553.41,681.29,1337.83,104.58,126.8,785.43,102.03,215.64,161.18,470.48,519,294.61,136.74,409.85,201.04,236.43,498.41,51.07,240.78,56.28
198312,100.25,539.1,1221.69,504.08,2506.06,206.87,183.18,490.6,631.23,166.67,250.45,229.61,931.83,753.89,66.69,108.98,187.18,109.23,277.59,76.52,219.79,253.89,923.62,652.99,540.69,646.17,145.53,192.89,268.4,557.1,661.15,1378.94,112.15,132.72,768.5,110.92,233.02,178.37,526.81,536.1,297.74,143.68,428.75,215.19,254.13,523.63,53.59,238.95,58.74
198401,101.33,538.61,1205.39,489.79,2579.15,204.72,199.35,479.75,631.96,162.71,248.73,223.86,888.57,728.78,67.23,106.76,184.83,106.91,280.44,78.89,223.21,255.94,957.64,641.65,540.09,623.86,142.72,188.97,251.1,580.6,631.77,1336.8,114.87,130.23,786.93,105.88,227.13,184.53,514.99,525.93,294.7,141.74,408.88,205.38,255.93,511.99,52.25,238.04,57.04
198402,99.65,561.29,1354.47,481.57,2705.37,188.63,201.56,457.59,594.9,150.52,260.17,211.18,902.3,697.04,67.79,103.66,177.82,105.94,274.56,77.16,219.84,246.39,925.91,633.97,501.71,588.92,141.26,192.27,253.22,612.68,637.18,1390.61,106.72,122.03,742,91.93,212.58,175.01,484.83,521.09,281.99,138.76,384.13,198.46,265.27,490.66,51.61,238.31,54.35
198403,92.71,528.82,1361.78,443.01,2479.5,177.04,183.11,417.67,564.16,148.84,249.4,196.63,894.25,641.76,63.41,89.82,164.25,102.66,251.58,71.66,202.55,227.58,856.45,587.04,463.86,519.02,160.82,195.27,240.06,641.69,609.52,1337.8,99.86,114.58,705.41,84.46,195.95,159.42,456.78,512.88,260.26,132.16,367.34,186.86,247.38,480.55,47.84,226.05,51.41
198404,96.09,535.19,1426.93,435.9,2421.21,185.05,205.57,444.53,580.56,148.66,252.55,190.96,887.72,678.65,65.1,88.91,171.58,105.99,272.38,75.04,211.64,226.33,834.94,563.55,451.44,540.7,160.76,209.37,245.29,646.07,603.14,1289.91,99.84,117.37,720.04,80.99,198.71,164.33,494.13,511.04,266.51,135.97,370.49,195.94,242.69,512.83,49.61,229.52,51.3
198405,92.37,540.53,1449.92,433.87,2381.17,198.26,194.11,454.67,582.81,148.87,279.29,197.09,909.77,684.84,66.15,86.82,169.47,102.11,256.44,76.27,208.13,232.82,843.05,567.35,484.03,555.96,149.2,201.83,250.51,675.47,597.6,1317.63,98.82,116.22,723.82,72.62,198,161.17,485.34,524.62,255.88,135.57,374.2,194.38,241.31,493.35,48.82,229.84,51.02
198406,87.95,524.24,1451.15,458.12,2350.57,178.92,189.94,438.42,573.1,142.29,267.08,169.24,857.93,634.03,61.7,82.9,155.71,91.24,231.42,77.11,191.8,211.88,785.32,556.29,449.85,504.55,143.25,188.87,240.48,598.87,585.8,1319.47,95.54,111.92,682.34,65.96,188.38,153.05,435.76,506.57,243.24,126.17,355.83,189.59,216.94,450.54,47.87,218.16,48.58
198407,70.97,495.24,1666.85,356.66,2492.31,165.75,160.49,460.81,530.63,135.77,164.26,134.01,688.21,568.01,64.29,81.72,151.88,84.04,233.76,75,185.69,177.65,778.26,596.62,437.94,437.89,115.47,159,201.83,528.72,600.6,1292.9,96.64,97.52,552.26,59.17,172.17,136.48,428.58,520.28,221.79,119.56,333.83,160.41,186.68,388.31,45.22,250.51,44.65
198408,70.41,481.1,1719.44,346.04,2856.5,169.22,154.67,458.51,536.01,127.92,166,131.63,650.28,554.1,61.04,74.44,148.15,82.16,211.78,69.26,175.81,172.73,809.26,620.27,438.19,457.06,94.9,138.4,186.36,491.99,600.01,1329.94,99.31,89.76,556.07,50.43,164.79,131.93,451.03,510.87,217.34,115.29,336.74,157.22,188.01,378.94,43.82,245.44,43.7
198409,80.51,521.91,1761.43,363.23,3113.88,198.81,164.65,504.5,577.6,141.63,196.79,149.95,696.13,624.91,66.78,80.36,167.24,89.65,246.65,78.01,198.4,198.11,879.39,724.92,520.97,509.16,108.04,170.52,206.04,571.7,641.71,1424.03,114.2,101.33,625.59,60.87,191.21,148.62,496.6,563.36,244.16,134.3,368.17,170.21,206.44,433.71,48.14,270.88,49.56
198410,77.52,536.79,1803.78,366.93,3223.45,180.52,172.39,492.55,566.29,138.96,181.22,146.22,672.81,604.16,65.63,79.01,167.92,93.73,240.56,75.34,194.97,189.64,913,707.11,497.78,484.97,118.55,162.52,206.66,573.73,667.88,1480.57,113.29,99.1,623.99,57.98,171.27,138.89,472.1,541.74,246.78,134.86,370.78,168.23,218.05,444.44,49,277.14,50.43
198411,75.93,549.87,1861.11,384.24,3318.39,175.34,175.37,490.06,572.99,131.05,180.54,145.24,691.44,594.64,67.15,79.89,169.19,95.02,240.99,74.99,189.07,190.91,930.7,748.66,524.54,571.69,108.91,149.44,190.95,561.34,685.06,1444.11,113.32,98.15,620.3,55.36,168.85,136.22,457.29,503.07,252.72,135.69,366,169.89,219.58,455.18,50.04,279.12,49.85
198412,82.02,558.67,1790.58,381.09,3359.06,163.29,175.07,489.45,564.17,127.88,169.04,149.78,698.69,586.77,65.92,81.23,169.9,93.5,237.56,71.42,184.8,183.26,895.21,714.33,534.74,568.18,110.8,155.63,198.24,560.83,699.37,1449.87,105.86,95.43,603.51,53.4,160.47,127.76,462.16,491.17,247.71,133.55,352.17,162.73,220.48,457.04,49.02,279.28,48.08
198501,92.09,555.3,1798.01,407.89,3399.09,168.21,181.61,509.88,582.82,127.52,177.29,150.68,722.69,588.29,65.85,83.05,175.95,91.99,242.74,69.51,186.51,191.41,934.3,742.99,640.67,610.11,98.9,149.35,187.45,564.66,712.24,1507.8,109.13,97.88,622.23,56.36,164.11,131.48,476.25,511.46,259.04,140.97,351.3,161.89,233.47,487.98,50.66,289.3,49.79
198502,94.64,563.49,1757.55,428.98,3471.2,186.08,214.84,573.71,630.1,143.1,207.23,165.85,762.95,635.86,74.09,89.72,195.81,109.97,270.43,76.79,208.28,219.04,1015.67,817.49,705.43,578.69,112.49,169.44,202.16,602.46,725.09,1604.65,124.35,110.58,695.77,69.49,185.55,149.36,503.75,550.55,286.62,164.73,398.52,180.95,256.37,535.43,56.28,312.45,56.98
198503,99.91,593.35,1881.34,432.27,3796.23,184.21,227.22,579.91,642.53,147.19,223.45,172.18,783.56,638.93,74.3,93.82,197.17,110.73,268.56,76.37,208.61,215.65,990.59,868.53,720.08,600.43,106.12,166.67,200.06,626.7,736.56,1678.53,126.32,115.78,680.36,73.05,182.24,147.14,505.26,546.35,293.91,164.84,407.53,188.19,256.67,564.27,54.65,317.25,59.18
198504,100.77,625.62,2084.05,450.27,3897.06,179.64,233.41,608.49,622.18,153.39,224.48,175.9,815.33,622.64,72.2,90.12,187.46,107.11,259.17,75.76,200.94,204.02,941.12,865,681.66,562.23,128.56,169.53,192.28,637.83,775.42,1735.13,124,113.77,643.8,68.63,179.28,135.78,487.84,543.71,286.41,165.3,409.71,191.19,260.65,560.6,52.92,317.67,59.54
198505,104.76,618.08,2046.46,480.13,3578.37,174.92,237.79,617.73,610.88,153.48,214.8,172.53,805.6,626.81,70.59,88.83,182.73,106.56,243,73.85,193.94,202.36,899.17,846.16,618.25,543.49,124.29,172.86,188.92,669.87,775.83,1739.93,123.53,113.07,628.81,65.63,170.54,129.84,492.94,551.22,278.82,165.35,415.42,195.45,268.22,587.69,51.71,326.41,60.29
198506,111.28,710.69,2108.79,517.67,3554.44,188.46,241.65,659.49,635.6,167.89,241.85,185.92,885.46,677.94,76.21,91.81,197.14,111.53,246.11,72.18,201.19,218.02,986.14,920.88,654,663.45,126.22,173.81,198.35,615.91,811.16,1884.07,135.1,119.15,654.98,67.84,174.77,135.61,529.34,553.79,312.04,175.77,463.61,209.77,283.9,629.24,54.15,348.6,63.88
198507,103.11,667.98,1890.61,518.14,3406.26,176.66,204.87,634.48,593.62,164.88,228.88,165.7,787.29,672.97,71.29,88.86,198.59,100.6,270.1,55.3,191.75,203.46,998.95,872.49,573.57,603.63,118.49,167.31,201.42,525.41,854.96,930.36,121.39,117.13,595,63.87,162.24,129.87,553.24,574.81,288.19,137.93,430.8,194.14,249.56,587.06,55.99,345.13,67.53
198508,110.82,635.27,1899.13,523.83,3228.54,178.34,204.91,611.99,608.15,168.85,221.17,169.53,790.66,723.82,73.4,91.78,206.37,104.99,290.52,56.96,199.27,213.93,1007.49,913.46,588.16,629.59,134.01,185.76,208.8,528.59,810.53,892.44,125.39,120.33,635.15,64.7,167.84,138.83,576.83,608.53,293.18,139.23,408.79,194.57,246.48,578.25,58.35,340.9,71.83
198509,108.4,596.92,1909.9,532,3588.72,182.09,215.78,599.34,591.87,149.16,206.29,173.89,788.26,709.86,72.61,92.37,201.01,102.5,287.84,53.94,193.71,213.88,944.03,904.78,598.33,605.91,140.05,181.01,211.1,537.15,818.66,901.58,125.86,120.96,624.14,59.54,165.35,131.71,574.33,597.72,288.33,138.38,407.34,190.56,246.43,569.15,57.88,340.35,73.52
198510,99.15,640.25,1890.48,527.99,3355.03,167.76,218.33,565.12,575.14,144.05,181.99,167.15,754.79,683.49,70.94,92.33,193.17,94.93,274.66,53.46,185.62,208.68,935.04,834.26,540.42,572.76,126.28,162.51,211.47,543.59,773.51,858.61,118.21,111.83,607.3,55.52,155.41,122.19,558.97,591.04,269.19,133.69,393.55,182.92,229.73,542.17,56.89,326.52,68.4
198511,102.15,591.13,1965.43,557.74,3308.3,160.89,240.6,582.17,603.97,155.76,174.03,145.8,779.92,716.95,71.39,96.44,201.81,94.27,265.96,53.9,190.55,220.48,948.49,840.9,500.82,576.76,127.68,158.13,215.87,584.67,817.61,908.04,123.7,118.66,639.68,57.28,158.58,119.51,568.43,617.01,274.76,141.8,425.51,191.64,252.6,587.23,58.74,347.08,73.76
198512,106.4,653.7,2216.62,568.09,3613.42,181.78,251.47,621.23,667.61,171.58,182.14,160.81,873.31,761.9,76.46,100.17,220.3,102.72,281.09,55.04,205.14,235.56,1017.38,912.09,540.22,620.39,131.91,167.97,219.59,583.46,841.5,1013.41,136.02,128.31,698.45,64.76,170.11,133.65,612.6,669.67,292,158.08,458.92,210.71,270.85,650.08,61.24,371.65,81.7
198601,125.01,665.65,2278.3,635.95,3948.31,192.03,265.93,664.06,706.49,172.02,192.91,171.68,914.57,819.25,80.53,107.64,232.69,106.01,290.42,57.88,212.54,242.63,1072.31,941.76,545.83,652.21,125.45,164.22,212.58,577.68,881.25,1039.12,141.09,134.96,769.18,70.63,183.3,141.26,642.69,699.5,298.63,168.48,479.46,218.72,288.67,664.86,61.99,393.34,91.86
198602,134.92,679.91,2251.01,629.96,4158.11,200.2,274.19,670.44,703.59,183.34,186.83,176.61,939.05,833.59,85.69,110.48,234.26,108.19,298.19,58.81,217.75,243.1,1121.73,935.81,560.89,646.24,141.29,163.4,207.22,534.76,910.49,994.41,144.09,137.14,760.45,70.09,185.97,146.12,686.3,711.22,319.43,173.89,488.73,223.97,296.27,707.06,63.63,403.97,97.35
198603,153.47,743.05,2512.59,717.24,4647.41,221.65,283.27,767.13,781.14,200.29,194.24,177.57,1029.06,939.77,94.3,121.56,263.75,123.09,312.97,63.58,238.01,263.28,1235.13,1050.72,608.1,677.69,127.54,159.65,201.33,541.92,965.94,1075.85,155.42,148.16,785.88,76.31,202.91,160.55,746.04,781.45,341.44,188.82,526.71,249.68,331.57,765.05,69.31,437.16,110.3
198604,163.92,831.99,2774.54,832.77,5159.26,229.91,302.27,804.98,828.4,212.09,211.56,198.98,1175.69,1000.52,99.97,133.13,284.01,140.49,324.68,67.31,250.19,276.08,1367.05,1113.1,653.04,692.06,117.91,169.77,224.91,558.65,993.07,1123.7,163.44,158.2,785.12,75.15,204.93,159.52,776.24,826.17,351.88,204.38,575.65,266.66,356.11,817.34,78.51,449.55,118.15
198605,172.51,838.31,2899.79,808.45,5347.22,244.65,333.43,795.01,814.01,204.33,210.82,216.63,1196.39,1025.54,103,130.42,278.63,139.51,306.8,66.79,247.67,279.09,1258.5,1105.48,609.99,713.5,106.32,164.79,213.71,574.88,955.34,1163.99,167.97,162.17,815.21,84.92,212,164.9,754.35,818.4,345.36,209.76,568.01,280.46,355.2,784.29,79.5,435.5,115.68
198606,174,908.55,3128.8,856.2,5863.02,252.36,352.91,895.99,863.2,224.17,217.02,231.79,1301.72,1080.8,109.5,135.44,297.96,147.17,311.77,67.69,249.34,282.55,1306.08,1124.94,618.63,749.85,107.34,171.26,215.99,626.27,985.68,1234.46,165.77,171.74,823.9,89.54,192.89,170.01,797.45,856.72,353.22,222.38,634.09,294.02,372.04,827.87,76.85,460.68,123.84
198607,157.02,802.66,2887.91,872.44,4867.84,205.43,269.06,823.96,840.93,226.89,187.5,209.32,1032.22,963.07,95.93,161.32,263.51,135.41,302.52,90.03,209,176.19,1128.02,1169.17,640.76,615.29,126.18,203.55,147.82,521.87,1029.4,1153.9,171.64,168.87,629.55,66.01,197.41,169.43,766.97,643.15,341.74,147.79,538.04,268.31,280.74,741.76,139.93,505.27,277.09
198608,136.91,790.25,2684.64,845.77,4736.41,190.94,231.07,772.51,777.31,206.61,174.77,193.9,984.1,902.45,87.65,148.72,246.34,97.75,258.45,81.85,191.53,163.2,1031.22,1067.57,581.63,543.55,138.43,184.44,141.96,507.33,1077.74,1113.63,156.55,153.17,588.89,58.18,177.8,157.9,720.95,627.09,306.06,133.62,489.53,237.88,265.23,709.71,130.5,481.63,262.62
198609,139.03,838.47,2718.24,829.36,4934.48,210.57,232.38,790.13,814.54,213.59,181.69,207.21,1023.96,951.03,89.32,150.27,272.65,103,280.18,82.66,203.76,177.57,1100.99,1211.51,606.13,599,160.54,213.29,167.03,594.74,1161.65,1189.31,171.96,158.7,611.45,61.8,190.52,178.05,789.19,659.54,323.06,137.13,500.26,244.08,285.33,767.4,129.62,515.35,288.49
198610,127.35,737.08,2594.35,762.15,4354.77,197.48,212.2,708.1,744.17,192.27,170.14,187.4,888.55,896.53,78.7,140.27,258.55,100.13,293.64,83.42,185.83,166.31,1022.99,1113.93,574.26,567.76,177.91,217.77,159.3,597.35,1044.9,1083.07,166.72,143.32,581.77,57.22,176.47,154.93,729.07,614.7,330.72,128.03,453.73,224.12,257.16,678.75,120.76,464.44,256.2
198611,124.24,841.44,2796.92,819.66,4812.75,203.49,249.68,762.75,815.4,215.67,180.61,202.26,973.34,972.05,86.1,147.58,277.16,99.38,302.24,84.2,183.98,174.5,1111.59,1131.39,583.07,553.79,186.3,222.98,171.43,626.72,1095.3,1142.41,179.02,153.21,566.68,65.4,188.78,164.66,772.79,650.39,349.23,136.34,484.52,238.9,263.34,693.89,128.39,487.7,291.51
198612,124.32,854.51,2796.95,822.55,4808.5,204.11,244.76,764.23,877.15,217.01,172.57,198.71,997.73,1020.89,90.56,160.33,278.46,93.53,284.53,65.32,190.35,183.86,1146.39,1157.16,691.59,578.07,205.15,224.08,174.89,664.49,1100.2,1199.83,183.45,157.21,593.22,68.82,195.83,177.52,809.8,670.19,346.2,140.25,483.97,243.79,263.27,679.8,125.7,487.62,298.21
198701,119.87,828.82,2790.08,803.09,4641.95,192.13,236.01,752.85,882.05,203.23,161.16,196,999.62,991.22,89.08,138.73,273.32,90.81,275.12,61.88,193.72,175,1092.07,1119.06,640.58,495.67,197.5,223.37,166.19,662.75,1057.2,1173.67,182.88,156.4,569.43,67.54,190.91,161.49,806.15,699.42,328.04,133.31,453.56,237.76,261.82,681.92,123.58,474.76,288.28
198702,129.7,923.21,3209.99,979.33,5622.34,230.69,281.33,861.66,1013.2,226.57,174.22,224.04,1124.61,1119.71,102.41,149.06,321.52,101.06,312.6,68,222.46,204.34,1300.4,1158.94,700.56,553,225.43,262.38,177.31,770.71,1151.14,1232.24,227.54,179.19,658.9,86.13,221.37,189.33,1003.19,799.76,355.08,150.3,499.92,264.14,285.77,743.07,135.93,527.83,346.82
198703,146.5,960.64,3356.17,1008.4,5459.41,251.83,314.49,952.07,1058.9,256.84,191.82,255.78,1257.51,1177.5,107.37,158.66,337.03,108.95,340.33,77.18,238.31,213.59,1335.66,1234.66,741.14,581.1,268.63,291.31,176.48,761.37,1119.56,1231.86,236.13,189.9,725.09,96.39,241.48,206,1007.9,744.18,372.22,159.63,559.93,290.29,302.4,804.56,144.59,536.38,366.94
198704,150.07,994.71,3419.54,1016.25,5464.36,269.59,316.87,955.23,1089.74,259.24,204.45,255.91,1248.68,1252.57,110.13,161.43,353.43,115.25,363.99,83.83,234.1,214.37,1467.02,1210.61,687.39,606.84,340.57,325.55,174.83,859.2,1093.99,1241.2,218.68,192.2,754.01,102.76,239.47,209.45,1068.26,769.32,355.27,161.97,575.33,306.85,297.49,757.48,147.23,536.9,381.92
198705,134.84,948.57,3186.15,1059,5304.2,285.08,330.59,925.7,1070.8,246.88,191.52,248.72,1224.42,1270.74,107.17,171.13,342.14,106.6,376.2,76.04,233.3,212.86,1583.5,1081.66,619.85,619.47,355.04,337.61,172.42,870.7,1042.18,1207.03,212.32,186.14,809.8,109.6,242.74,210.54,1032.9,744.59,349.59,155.05,560.59,289.53,284.74,715.48,140.12,515.36,365.3
198706,140.51,983.55,3286.97,1058.71,5357.58,282.08,334.83,965.24,1082.95,243.45,200.08,247.04,1236.37,1269.85,110.07,186.17,333.81,102.86,396.04,74.98,239.76,211.99,1536.59,1082.04,619.27,677.79,330.77,332.46,180.43,837.16,1015.45,1234.36,203.29,190.53,805.6,118.01,237.92,232.31,973.19,735.34,370.48,155.03,564.46,293.83,282.12,706.37,138.53,513.98,422.44
198707,104.88,925.28,3331.48,1000.61,5616.77,293.73,303.69,1167.87,1043.2,253.64,164.66,227.05,1024.55,990.93,124.22,201.05,332.72,112.05,471.03,71.93,218.84,192.57,1527.2,991.73,518.79,702.52,280.49,568.29,178.56,850.58,1048.57,1269.01,188.3,174.69,701.13,116.03,234.37,215.98,981.97,764.04,364.23,146.47,531.8,287.69,221.41,658.02,139.38,397.71,358.5
198708,101.34,949.09,3538.04,1084.31,6126.6,312.41,324.23,1246.16,1094.59,265.64,169.57,233.12,1091.99,1068.52,134.56,213.29,359.59,118.23,560.84,75.21,245.57,202.67,1641.39,1105.58,544.31,734.88,278.19,619.63,188,886.95,1026.33,1377.41,192.58,180.1,700.82,110.42,249.36,220.05,1025.52,817.05,382.14,153.69,574.24,295.24,222.63,663.83,144.83,410.02,393.27
198709,103.74,970.26,3710.66,1102.07,7264.7,339.98,336.85,1235.25,1152.12,271.87,164.89,244.71,1119.06,1117.25,135.2,163.75,370.64,117.47,535.62,79.57,249.22,214.88,1706.09,1111.43,549.1,751.76,280.79,580.16,198.15,917.01,1056.84,1472.22,203.83,186.78,754.69,124.14,263.43,238.78,1085.77,869.3,383.71,155.9,592.28,306.96,232.79,720.95,149.22,428.87,406.66
198710,107.36,944.82,3639.53,1109.49,7252.27,327.6,337.36,1198.64,1152.35,252.62,160.02,223.2,1094.83,1109.63,133.61,161.04,371.55,114.48,554.77,78.61,262.95,219.62,1588.72,1121.62,544.98,729.41,295.94,605.17,186.56,888.34,1026.29,1524.41,197.9,191.04,711.51,130.91,266.99,246.07,1089.62,925.81,379.32,151.16,556.27,292.04,223.56,704.01,154.3,423.95,394.69
198711,78.07,774.75,3054.95,908.93,5659.65,214.85,232.44,927.79,908.28,175.03,109.77,180.69,903.45,806.36,95.54,108.61,269.33,78.36,385.4,58.27,173.87,148.78,1134.35,782.45,367.76,528.71,214.99,405.99,130.21,728.69,950.65,1329.53,143.96,138.23,548.86,95.57,193.11,173.29,799.8,693.21,264.49,108.54,402.53,225.63,174.99,583.9,118.96,327.92,290.63
198712,79.41,709.11,2800.21,920.9,5189.48,190.45,221.14,848.77,822.04,153.26,102.89,171.5,814.1,756.47,89.83,102.46,261.13,70.51,392.14,58.71,171.09,140.97,1073.84,703.24,342.64,518.44,257.71,398.76,126.64,648.8,919.85,1218.66,127.66,128.81,495.4,86.53,171.45,157.32,769.47,669.14,243.57,104.24,363.33,212.72,157.87,532.96,108.44,308.83,263.84
198801,88.37,760.78,2940.74,1037.55,5371.53,222.07,249.57,935.29,884.17,169.33,107.62,186.44,866.77,872.31,102.95,116.62,272.64,75.11,432.48,62.86,191.58,160.81,1175.29,740.02,387.81,569.7,247.92,436.94,139.64,697.26,918.13,1275.86,152.36,145.78,540.7,105.88,195.06,189.83,850.54,743.91,263.21,114.94,392.82,230.53,164.1,546.17,111.22,319.85,297.79
198802,91.32,797.97,3000.39,1034.54,5519.13,212.46,261.02,952.41,904.71,182.69,111.42,198.23,925.85,852.14,109.42,117.51,281.69,79.61,419.56,62.87,198.46,163.07,1252.45,848.29,415.38,637.17,203.98,422.72,139.95,762.5,1005.84,1406.11,160.31,149.34,529.4,102.02,194.29,188.16,831.68,733.36,276.37,119.76,423.66,242.42,183.49,594.19,115.33,347.11,300.34
198803,97.28,838.92,3048.18,1087.35,5853.64,238.58,288.08,1022.66,928.65,203.93,116.77,212.98,946.48,926.14,118.01,144.23,314.16,91.14,457.69,68.75,218.83,176.32,1346.56,885.08,440.78,653.29,226.71,453.72,152.3,785.23,988.01,1452.08,170.5,160.96,562.57,109.54,209.69,206.25,922.56,755.92,303.54,130.69,475.79,258.19,189.11,595.86,121.27,352.24,311.92
