Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194812,224.32,45.24,-99.99,32.94,89.1,9.52,41.78,15.19,28.99,16.08,-99.99,20.21,53.11,123.78,10.77,19.49,37.26,10.49,56.48,-99.99,28.48,73.27,74.48,26.57,26.08,-99.99,-99.99,34.64,18.83,208.5,67.24,519.18,5.56,9.07,70.76,-99.99,17.84,272.85,27.18,42.45,36.86,19.4,57.73,8.95,45.95,73.02,7.39,30.94,25.38
194901,223.22,45.46,-99.99,33.2,89.59,9.39,43.64,14.62,28.71,15.87,-99.99,21.36,55.13,132.13,10.58,18.98,37.55,10.79,57.13,-99.99,28.82,77.26,77.03,27.21,26.14,-99.99,-99.99,34.1,18.2,217.41,68.69,517.13,5.44,8.77,73.05,-99.99,18.37,288.86,28.16,44.22,37.18,19.49,58.14,9.03,48.45,77.96,7.43,31.72,24.86
194902,227.1,46.98,-99.99,33.53,93.52,9.75,44.29,14.61,28.54,16.52,-99.99,21.27,57.79,131.74,11.26,19.36,37.77,10.74,57.58,-99.99,28.31,74.91,79.03,27.76,26.35,-99.99,-99.99,34.65,17.34,208.81,71.65,510.6,5.64,9.33,75.14,-99.99,18.55,287.67,26.96,44.47,37.21,20,58.61,8.88,48.99,74.15,7.05,31.1,25.32
194903,225.91,45.52,-99.99,32.73,92.86,9.18,45.19,13.01,26.03,15.67,-99.99,21.26,56.85,127.68,11.06,18.77,36.53,10.3,53.4,-99.99,27.11,70.41,74.91,27.77,24.66,-99.99,-99.99,34.51,15.84,198.76,71.86,509,5.25,8.87,71.85,-99.99,18.34,289.76,25.4,44.04,34.84,19.13,56.79,8.94,48.1,75.24,7.01,30.63,24.4
194904,225.27,47.4,-99.99,34.6,93.39,9.56,45.92,14.58,28.33,16.12,-99.99,22.05,59.84,130.97,11.69,18.23,37.82,11.35,53.84,-99.99,28.46,73.75,77.33,29.47,26.25,-99.99,-99.99,35.85,16.27,210.2,74.08,508.24,5.34,9.31,74.89,-99.99,19.37,308.48,25.9,45.32,35.95,19.59,59.11,9.1,51.02,76.43,7.74,33.24,25.21
194905,213.17,46.57,-99.99,33.43,93.27,9.49,45.91,14.65,27.75,15.69,-99.99,22.72,59.65,127.77,11.07,17.45,36.25,11.55,51.16,-99.99,27.31,70.66,74.17,27.63,25.3,-99.99,-99.99,36.24,14.93,211.85,74.7,499.9,5.47,9.38,74.19,-99.99,19.3,289.67,23.43,43.7,34.87,19.13,57.94,9.12,51.42,75.84,7.62,32.83,23.1
194906,200.02,46.05,-99.99,32.86,95.29,9.01,44.7,14,27.54,15.44,-99.99,21.03,58.54,125.69,10.45,17.02,34.94,10.55,47.05,-99.99,26.27,66.35,70.61,25.89,22.86,-99.99,-99.99,35.25,14.56,198.6,73.92,488.94,5.33,9.22,74.14,-99.99,17.93,261.59,22.13,41.9,33.42,18.01,57.87,9.02,51.79,74.09,7.53,30.97,22.8
194907,210.39,45.62,-99.99,33.94,95.86,9.24,44.78,14.35,26.7,15.67,-99.99,20.35,59.93,124.26,10.18,17.88,33.11,11.07,46.32,-99.99,26.29,63.9,71.03,24.81,22.96,-99.99,-99.99,34.36,13.47,190.09,73.61,454.98,5.76,9.17,71.87,-99.99,18.12,254.36,17.54,41.94,32.49,18.4,58.09,8.98,51.74,72.32,7.31,29.72,22.51
194908,217.55,48.04,-99.99,35.91,98.55,9.72,45.08,15.13,28.88,16.24,-99.99,22.93,62.98,129.91,10.71,18.83,35.44,11.91,49.95,-99.99,27.6,68.4,77.5,25.43,24.04,-99.99,-99.99,35.5,14.33,201.7,76.87,465.95,6.34,9.37,78.53,-99.99,19.48,262.32,19.38,44.17,33.7,19.04,60.98,9.34,55.12,75.34,7.46,31.86,24.71
194909,224.1,50.07,-99.99,37.28,101.33,9.78,44.6,15.71,29.97,16.61,-99.99,26.18,61.82,132.89,11.08,19.07,36.13,12.05,49.06,-99.99,28.04,68.85,77.55,25.28,23.93,-99.99,-99.99,35.94,14.55,211.07,79.33,470.38,6.48,9.81,77.73,-99.99,19.58,264.47,19.38,46.37,33.72,19.54,61.44,9.12,56.26,75.94,7.87,32.99,24.49
194910,218.06,51.16,-99.99,39.39,103.84,10.09,44.81,16.43,30.84,17.16,-99.99,27.06,62.6,139.06,11.08,19.5,36.89,13.36,50.63,-99.99,28.76,70.65,79.17,26.47,24.11,-99.99,-99.99,36.44,14.89,217.36,82.07,468.86,6.89,10.02,80.65,-99.99,20.66,272.24,20,48.41,34.45,20.38,62.53,9.3,57.82,80.53,8.12,35.79,25.7
194911,228.09,51.95,-99.99,40.03,102.11,10.37,46.48,16.78,33.35,17.84,-99.99,28.16,64.5,144.77,11.75,19.55,38.07,13.61,53.19,-99.99,29.54,72.49,84.8,27.55,24.58,-99.99,-99.99,37.8,14.79,225.37,82.82,477.67,7.16,10.21,87.01,-99.99,22.03,276.74,21.59,50.56,34.62,20.45,62.83,9.49,60.34,86.12,8.66,36.7,25.92
194912,234.03,52.41,-99.99,41.54,103.15,10.35,46.15,15.72,34.59,17.64,-99.99,29.24,66.99,149.85,11.71,19.52,38.88,13.25,53.59,-99.99,28.97,75.04,84.77,27.13,23.9,-99.99,-99.99,37.3,15.18,215.01,85.09,485.54,7.16,10.15,86.92,-99.99,22.76,299.15,21.69,51.25,34.57,20.51,63.56,9.65,62.72,86.79,9.02,37.37,26.17
195001,244.54,55.14,-99.99,43.34,105.33,11.99,50.38,16.63,36.3,18.29,-99.99,33.53,72.03,157.84,11.54,20.79,41.33,15.38,56.49,-99.99,30.35,80.54,91.8,29.13,24.93,-99.99,-99.99,37.57,14.69,216.37,87.44,485.96,7.42,10.73,98.51,-99.99,23.21,306.8,23.4,55.39,37.22,21.31,67.64,10.04,63.82,94.66,9.19,40,26.85
195002,253.33,55.65,-99.99,44.45,104.12,12.19,49.95,17.1,36.98,18.28,-99.99,33.9,72.64,159.26,12.68,21.35,41.13,16.23,58.57,-99.99,30.74,84.9,93.25,30.6,26.1,-99.99,-99.99,39.14,15.21,214.57,90.29,494.98,7.4,11.01,102.63,-99.99,25.83,307.61,23.98,57.28,38.88,21.36,67.75,10.18,65.23,93.1,8.97,40.8,27.48
195003,261.01,56.26,-99.99,43.72,104.53,12.73,45.79,17.25,38.42,17.29,-99.99,34.65,73.6,159.87,13.22,20.27,41.63,16.4,59.8,-99.99,30.71,88.37,95.13,33.09,26.25,-99.99,-99.99,38.51,14.7,211.33,92.2,498.14,7.17,10.6,102.81,-99.99,27.62,316.2,24.61,56.48,39.31,21.62,68.86,10.34,68.35,94.26,8.94,41.73,28.49
195004,256.09,56.05,-99.99,43.58,103.52,11.85,44.37,16.2,38.19,17.08,-99.99,34.64,70.93,164.81,12.19,19.21,41.82,16.16,58.63,-99.99,30.18,91.25,96.46,31.78,25.17,-99.99,-99.99,37.56,14.63,221.32,92.08,513.6,7.36,10.33,105.36,-99.99,27.18,300.56,23.94,57.72,38.74,21.48,68.48,10.1,67.2,94.8,8.32,41.73,29.5
195005,257.19,55.64,-99.99,44.28,100.26,11.91,46.01,16.73,40.57,17.3,-99.99,32.97,75.71,180.27,12.94,20.55,43.55,16.84,63.07,-99.99,30.94,100.59,106.42,36.87,25.67,-99.99,-99.99,39.11,14.1,228.32,92.61,525.78,7.24,10.5,103.95,-99.99,31.15,310.64,26.09,61.97,39.07,21.24,68.07,10.72,66.52,86,8.85,43.42,29.04
195006,274.89,56.34,-99.99,43.93,100.08,12.38,43.52,16.48,42.53,18.34,-99.99,37.71,77.3,192.2,12.96,21.11,45.25,16.6,66.18,-99.99,32.01,100.7,112.11,35.09,26.35,-99.99,-99.99,39.66,15.08,248.99,93.86,536.02,8.33,10.64,105.3,-99.99,30.23,304.27,26.89,66.06,38.9,22.21,69.74,10.6,68.26,96.24,9.08,44.4,30.13
195007,259.4,52.46,-99.99,43.18,90.75,11.12,34.65,14.32,38.86,17.42,-99.99,34.19,74.92,180.98,11.69,20.11,41.51,14.37,62.97,-99.99,30.02,93.43,107.67,33.72,23.58,-99.99,-99.99,35.22,14.06,231.2,86.94,565.36,7.6,9.88,94.78,-99.99,28.72,280.55,26.52,58.74,36.52,20.57,66.74,9.89,56.7,90.87,8.07,39.53,24.3
195008,241.62,51.37,-99.99,45.39,88.71,10.66,36.68,13.48,37.72,18.4,-99.99,33.96,68.91,174.02,11.94,23.4,38.43,13.77,70.6,-99.99,31.44,91.89,106.45,39.08,28.29,-99.99,-99.99,36.39,16.85,250.92,82.12,557.87,7.95,9.5,88.28,-99.99,27.41,273.09,25.36,59.18,42.34,21.1,65.83,9.82,49.47,82.74,8.12,40.18,21.81
195009,285.9,52.84,-99.99,46.37,88.37,11.07,37.3,15.07,41.69,18.96,-99.99,34.38,71.28,185.23,12.15,23.9,40.67,14.76,72.79,-99.99,32.64,95.21,112.21,37.66,27.87,-99.99,-99.99,38.93,17.55,258.92,84.42,572,8.33,9.98,95.5,-99.99,28.25,289.39,26.42,65.15,42.08,23.47,67.97,10.23,52.44,87.25,8.72,40.84,22.76
195010,285.27,54.69,-99.99,51.07,92.36,11.86,41.07,18.08,42.99,19.96,-99.99,37.9,74.99,192.61,12.97,24.82,43.88,15.66,74.95,-99.99,34.7,98.82,120.9,36.61,28.34,-99.99,-99.99,42.5,17.97,267.77,87.71,561.15,8.4,10.83,99.6,-99.99,29.98,308.41,29.82,68.8,43.71,24.67,73.62,10.88,57.43,96.26,9,42.66,24.35
195011,284.32,54.26,-99.99,49.94,92.18,11.74,38.4,18.11,42.32,19.87,-99.99,36.9,73.51,190.91,12.91,24.48,43.06,14.67,77.94,-99.99,34.34,97.37,121.32,36.56,30.01,-99.99,-99.99,41.65,17.44,268.45,86.71,562.33,8.23,10.69,99.63,-99.99,28.56,298.17,28.48,68.97,43.23,23.55,74.34,10.66,53.91,99.9,9.37,43.08,24.31
195012,270.07,53.84,-99.99,51.03,89.48,11.18,37.68,17.25,43.65,20.42,-99.99,41.11,75.38,201.96,13.76,24.73,44.03,14.16,79.69,-99.99,34.77,96.27,114.29,39.19,30.13,-99.99,-99.99,44.22,17.96,277.33,85.21,560.86,8.02,10.58,100.69,-99.99,30.3,335.29,30.4,72.73,44.41,24.22,74.19,10.65,53.7,102.03,9.79,44.91,23.72
195101,262.32,54.58,-99.99,54.1,88.05,11.32,37.53,17.67,44.06,21.49,-99.99,44.82,79.21,213.31,13.82,27.69,44.79,15.11,85.39,-99.99,37.86,99.82,116.46,43.66,32.65,-99.99,-99.99,47.28,20.34,300.58,87.82,562.84,8.09,10.69,103.08,-99.99,30.94,333.58,31.87,76.99,51.52,25.07,75.55,11.04,50.78,107.42,10.27,49.77,24.01
195102,299.47,56.03,-99.99,58.22,91,12.56,39.08,18.8,47.14,21.88,-99.99,46.57,81.37,222.1,14.76,28.63,48.3,16.65,92.62,-99.99,40.11,110.17,126.91,44.49,34.34,-99.99,-99.99,50.17,21.11,318.99,91.86,573.42,8.32,11.63,110.52,-99.99,32.39,326.21,34.44,80.79,55.65,26.22,78.03,11.71,53.19,98.71,11.7,51.99,26.62
195103,307.26,56.71,-99.99,56.16,89.31,12.47,40.89,18.43,47.74,22.38,-99.99,44.02,83.13,226.88,15.26,29.17,49.59,18.28,89.47,-99.99,40.67,111.3,128.49,45.61,33.88,-99.99,-99.99,49.87,21.12,319.55,94.22,596.86,8.34,11.64,109.14,-99.99,34.42,326.64,35.32,81.48,54.09,25.81,80.14,11.94,56.15,101.53,11.33,51.47,26.45
195104,301.53,55.59,-99.99,53.32,87.63,12.1,37.89,17.77,46.15,21.15,-99.99,42.67,84.84,222.31,14.81,26.34,49.66,16.86,84.49,-99.99,38.58,109.93,129.41,41.44,31.47,-99.99,-99.99,47.61,19.57,311.84,92.37,581.94,8.12,11.16,106.86,-99.99,33.91,315.49,34.13,79.79,51.75,25.81,78.08,11.47,56.14,103.41,10.94,50.02,26.52
195105,304.91,55.55,-99.99,55.38,87.11,12.52,38.37,18.1,46.32,21.34,-99.99,45.18,94.03,240.68,15.5,26.83,51.46,17.33,90.03,-99.99,40.27,112.83,134.94,43.55,33.25,-99.99,-99.99,50.5,19.04,346.09,92.21,586.88,8.1,11.43,110,-99.99,36.7,326.41,36,86.86,53.5,25.68,78.21,11.26,56.67,103.9,10.79,54.06,27.2
195106,305.39,54.47,-99.99,55.2,84.32,12.17,36.42,16.71,45.16,20.76,-99.99,44.98,95.42,238.35,15.21,26.45,48.97,16.85,85.54,-99.99,39.04,108.64,126.02,41.76,32.39,-99.99,-99.99,48.5,18.7,332,91.76,584.32,8.17,10.91,109.46,-99.99,35,314.45,35.44,83.6,51.01,27.45,76.39,10.56,56.34,102.71,10.75,52.09,26.65
195107,290.07,52.48,-99.99,53.08,83.61,11.89,34.35,15.39,41.27,19.97,-99.99,45.83,92.62,242.73,15.11,25.46,47.47,15.6,81.35,-99.99,36.83,104.15,115.6,38.21,28.41,-99.99,-99.99,46.07,18.87,334.66,88.41,639.01,7.81,10.87,130.9,-99.99,37.25,319.74,36.44,82.88,46.81,25.4,75.44,9.95,53.85,104.12,10.71,46.8,26.07
195108,297.12,54.05,-99.99,57.31,86.18,12.36,36.96,15.75,43.99,20.12,-99.99,49.67,106.43,262.45,16.28,25.98,50.9,16.17,89.24,-99.99,39.12,109.35,120.56,42.22,30.82,-99.99,-99.99,49.2,19.81,372.86,92.8,656.87,7.81,10.98,141.59,-99.99,39.14,340.44,36.69,88.56,50.64,27.95,77.18,10.28,57.65,106.36,10.65,49.89,27.08
195109,317.05,55.33,-99.99,58.74,88.16,12.74,39.28,16.39,44.96,20.65,-99.99,51.88,103.83,266.96,17.04,26.85,53.15,16.33,97.9,-99.99,40.75,116.94,127.06,43.95,31.08,-99.99,-99.99,53.52,21.19,389.68,94.24,674.15,7.85,11.3,147.74,-99.99,39.28,349.6,38.44,90.99,51.01,28.78,78.69,10.72,59.2,108.23,11.02,52.8,27.21
195110,291.83,55.1,-99.99,60.73,88.14,13.46,42.48,15.85,45.06,20.03,-99.99,50.31,101.83,263.07,17.28,26.13,53.31,17.86,98.91,-99.99,41.22,120.13,130.01,45.87,31.78,-99.99,-99.99,56.61,22.14,386.05,95.03,664.5,7.81,11.24,148.08,-99.99,38.63,383.48,41.48,89.21,52.76,33.61,80.33,10.67,58.97,111.69,10.63,52.98,27.12
195111,269.85,53.38,-99.99,58.01,86.07,13.11,40.92,15.63,43.5,19.85,-99.99,45.3,96.1,242.71,16.77,25.09,52.16,17.67,97.38,-99.99,40.05,112.15,127.28,43.71,31.34,-99.99,-99.99,53.7,21.75,390.02,96.31,657.33,7.88,11.26,144.66,-99.99,36.23,347.7,39.9,85.98,50.44,30.15,78.05,10.7,59.54,105.01,11.03,51.29,24.75
195112,268.79,52.82,-99.99,56.93,84.98,13.12,40.58,15.75,43.09,19.6,-99.99,42.73,95.64,241.52,17.34,25.1,51.18,16.89,96.76,-99.99,40.45,113.84,127.02,42,30.59,-99.99,-99.99,53.92,22.41,381.44,97.44,659.31,7.88,11.49,142.66,-99.99,36.25,378.48,40.6,86.53,51.01,30.26,78.33,10.79,62.25,99.93,11.5,53.47,24.88
195201,280.35,53.53,-99.99,58.28,85.5,12.99,39,15.36,43.92,19.75,-99.99,43.25,100.57,260.63,17.39,25.31,52.41,17.47,96.91,-99.99,41.53,118.27,131.19,42.32,30.5,-99.99,-99.99,52.82,22.03,399.32,100.12,656.57,7.82,11.19,151.23,-99.99,39.42,384.6,42.8,88.93,51.5,30.01,77.77,10.84,63.56,107.84,11.28,57.39,25.85
195202,277.57,53.98,-99.99,55.67,89.95,13.6,38.69,15.48,43.89,19.88,-99.99,43.79,101.05,251.53,17.53,23.94,52.41,17.99,99.84,-99.99,41.7,116.96,129.39,44.16,30.93,-99.99,-99.99,55.34,23.04,425.45,102.72,657.72,8.36,11,146.13,-99.99,36.96,379.64,40.83,89.76,53.3,29.95,76.99,11.06,63.3,110.75,11.56,60.41,26.4
195203,262.25,53.31,-99.99,53.43,86.24,13.43,38.57,15.6,43.61,19.03,-99.99,39.12,97.13,241.6,16.44,22.91,51.04,18.51,92.53,-99.99,40.42,112.05,126.98,41.88,29.9,-99.99,-99.99,52.01,23.12,406.83,102.99,653.51,7.98,10.57,139.69,-99.99,36.04,376.75,38.85,87.01,52.69,28.86,73.63,10.99,64.86,105.67,11.48,59.68,24.58
195204,270.99,53.56,-99.99,57.46,87.6,13.26,38.41,15.85,44.48,19.47,-99.99,40.05,96.95,249.18,16.93,23.75,52.51,19.1,93.94,-99.99,41.44,119.77,138,42.06,30.38,-99.99,-99.99,52.94,23.06,442.44,104.79,652.33,7.8,10.86,140.95,-99.99,37.46,370.89,39.43,88.95,56.75,28.55,75.36,11.51,66.8,108.66,12.14,61.14,25.42
195205,263.82,52.42,-99.99,51.81,84.25,12.59,36.1,15.8,41.77,18.79,-99.99,36.57,91.8,230.65,16.07,22.46,50.32,18.89,86.43,-99.99,39.43,114.98,132.59,39.15,30.24,-99.99,-99.99,49.87,21.17,408.31,102.48,647.48,7.59,10.39,137.09,-99.99,35.59,360.16,35.56,83.82,54.7,26.61,74.02,11.27,68.23,107.98,11.66,58,24.34
195206,276.47,53.18,-99.99,52.29,82.89,13.09,32.67,16.34,41.46,19.03,-99.99,38.9,93.33,244.6,15.73,23.46,51.9,19.02,87.57,-99.99,40.44,118.14,136.03,41.75,30.52,-99.99,-99.99,50.5,21.99,418.49,105.09,654.04,7.54,10.53,141.53,-99.99,36.84,363.08,35.65,85.61,56.67,27.47,75.51,11.35,69.15,112.16,12,59.23,24.48
195207,277.53,54.53,-99.99,55.03,72.38,13.77,29.66,15.91,42.31,19.86,-99.99,39.51,93.67,248.94,15.81,27.96,53.58,20.27,93.9,-99.99,40.82,120.31,142.05,41.66,33.21,-99.99,-99.99,55.19,23.78,429.27,117.57,752.53,7.41,10.67,146.32,-99.99,42.52,251.87,36.94,93.3,60.24,28.53,75.41,11.6,70.86,117.24,11.84,60.83,24.23
195208,268.75,54.96,-99.99,57.85,71.92,13.75,29.17,16.43,42.87,20.44,-99.99,38.05,89.29,251.73,16.26,27.36,54.18,20.43,96.98,-99.99,42.25,121.78,145.36,41.8,33.55,-99.99,-99.99,56.04,23.87,424.48,119.6,754.35,7.15,10.78,148.64,-99.99,41.53,261.48,38.44,96.47,60.51,28.11,76.93,11.5,74.45,117.26,12.07,61.46,25.35
195209,279.1,55.21,-99.99,57.39,72.29,14.53,30.6,15.92,42.83,20,-99.99,39.11,88.02,246.29,16.52,27.11,53.33,20.84,93.44,-99.99,41.25,121.56,145.57,42.06,32.78,-99.99,-99.99,55.62,23.42,408.72,121.43,760.91,6.93,10.77,146.72,-99.99,41.7,259.55,38.35,94.5,60.02,27.47,76.23,11.86,73.43,116.81,13.47,59.89,25.33
195210,256.1,54.32,-99.99,49.91,72.14,14.09,29.84,15.79,42.34,19.66,-99.99,38.4,82.91,241.74,15.82,25.53,52.1,19.45,89.59,-99.99,40.18,123.42,143.98,41.15,32.22,-99.99,-99.99,54.11,23.41,390.59,121.24,747.41,6.85,10.59,143.98,-99.99,39.86,256.56,35.98,93.98,58.59,26.31,75.56,11.97,73.48,118.64,13.81,59.11,25.56
195211,243.6,53.5,-99.99,48.46,76.9,13.96,27.62,15.76,42.44,19,-99.99,36.35,82.06,236.65,15.39,23.64,50.96,19.53,89.15,-99.99,39.21,122.44,145.78,41.61,31.78,-99.99,-99.99,51.4,22.87,391.81,121.29,754.28,7.05,10.62,142.74,-99.99,41.44,242.46,35.9,92.01,58.6,26.37,74.49,11.84,71.69,115.05,13.45,56.53,23.96
195212,250.29,55.73,-99.99,52.86,82.1,14.5,30.11,16.58,44.52,20.3,-99.99,37.92,87.77,258.18,16.43,24.82,54.06,19.56,94.48,-99.99,41.84,134.86,154.6,43.35,33.36,-99.99,-99.99,53.93,24.87,394.85,127.08,783.67,6.81,10.74,149.59,-99.99,46.7,256.85,37.65,99.16,62.49,27.39,77.11,11.78,77.74,123.85,14.01,59.29,25.71
195301,251.68,56.28,-99.99,52.36,82.27,15.18,31.85,16.93,44.88,20.21,-99.99,38.22,85.38,261.92,16.09,25.79,55.18,19.9,98.1,-99.99,42.4,137.31,165.21,44.34,33.42,-99.99,-99.99,54.9,24.29,412.83,128.76,780.79,6.62,10.91,154.39,-99.99,48.61,257.64,37.44,102.12,64.45,27.89,77.54,12.22,78.07,123.33,14.99,64.12,25.69
195302,249.03,57.92,-99.99,52.25,85.83,15.48,31.88,17.38,44.93,20.28,-99.99,35.89,80.9,262.43,16.41,25.01,55.67,19.81,99.49,-99.99,42.26,132.69,164.45,47.76,34.73,-99.99,-99.99,54.76,24.71,399.99,129.49,898.69,6.73,11.23,154.57,-99.99,47.75,257.77,36.99,100.69,65.46,27.68,79.16,12.6,78.81,125.77,15.51,62.3,26.28
195303,235.23,58.78,-99.99,52.1,89.53,15.59,33.3,18.62,44.48,21.41,-99.99,36.93,82.11,253.75,16.27,25.25,55.43,19.78,97.88,-99.99,41.72,135.91,160.39,48.13,35.05,-99.99,-99.99,56.08,24.35,397.27,129.5,894.69,6.71,11.32,155.45,-99.99,44.98,263.04,35.26,101.37,64.31,27.14,78.58,12.89,78.68,121.67,15.55,61.67,25.41
195304,241.33,57.95,-99.99,51.03,85.27,16.67,34.4,18.24,44.12,20.82,-99.99,37.24,81.42,253.54,16.04,23.94,55.08,19.38,92.93,-99.99,41.15,132.75,152.87,45.15,34.36,-99.99,-99.99,53.75,22.61,395.09,129.11,878.37,6.94,11.26,154.35,-99.99,47.25,261.72,33.23,100.37,62.44,26.68,77.91,13.02,76.88,120.41,15.84,63.72,26.12
195305,232.78,57.68,-99.99,48.86,89.42,16.23,33.41,18.33,42.38,20.52,-99.99,35.37,79.13,244.67,15.85,23.16,53.81,18.82,92.11,-99.99,40.29,133.57,149.69,43.1,32.97,-99.99,-99.99,58.73,21.04,374.58,124.57,869.21,6.97,10.78,145.49,-99.99,45.74,264.23,31.87,98.05,61.08,25.63,77.2,12.84,74.28,116.48,15.61,59.68,25.63
195306,231.8,57.57,-99.99,48.98,88.33,16.64,33.13,18.02,42.3,20.52,-99.99,35.42,78.65,243.34,16.03,22.94,53.55,18.53,91.02,-99.99,39.99,134.48,147.24,43.96,33.85,-99.99,-99.99,57.06,20.75,377.45,123.95,872.24,7.61,10.91,148.42,-99.99,47.51,258.7,31.32,98.9,62.38,25.69,77.99,12.76,75.06,109.08,15.98,60.51,25.91
195307,234.1,56.6,-99.99,48.45,98.62,17.93,25.83,17.14,39.7,20.59,-99.99,34.84,72.52,229.06,16.19,23.15,51.12,18.21,87.51,-99.99,40.82,125.93,140.77,36.96,32.8,-99.99,-99.99,48.6,19.94,379.67,120.71,875.95,7.54,10.62,140.38,-99.99,45.52,255.47,31.67,102.85,62.08,24.85,75.93,11.92,76.5,108.01,14.23,57.9,25.34
195308,237.37,58.62,-99.99,49.95,103.03,18.49,26.59,16.83,41.62,20.6,-99.99,37.1,74.81,234.98,16.48,23.39,52.22,18.49,90.38,-99.99,40.97,128.96,141.51,36.69,32.95,-99.99,-99.99,49.16,19.98,394.61,124.33,884.19,7.48,10.66,142.84,-99.99,46.62,259.92,31.71,106.24,62.81,24.66,77.4,12.07,76.78,108.82,14.51,59.33,25.37
195309,230.15,56.74,-99.99,48.39,96.45,17.14,24.86,15.31,39.96,20.4,-99.99,37.77,74.27,227.12,16.19,22,49.71,17.62,81.96,-99.99,38.18,120.78,130.23,35.63,30.93,-99.99,-99.99,45.45,18.34,364.9,123.35,876.68,7.4,10.37,138.93,-99.99,44.47,258.11,29.21,100.21,56.96,26.66,75.04,10.94,76.22,106.59,14.11,55.31,24.8
195310,215.93,56.73,-99.99,46.64,99.64,16.93,23.82,15.73,39.25,19.9,-99.99,37.26,74.46,230.84,15.91,21.42,49.89,17.86,81.26,-99.99,37.91,125.92,131,36.92,29.52,-99.99,-99.99,45.02,17.63,357.65,124.62,879.53,7.28,10.24,135.21,-99.99,46.26,261.69,29.37,103.81,55.76,25.93,74.96,10.84,76.88,110.07,13.27,54.22,24.57
195311,203.43,57.7,-99.99,47.8,97.53,17.71,24.25,17.47,41.51,20.25,-99.99,38.87,76.09,241.18,17.78,21.41,52.71,18.61,87.96,-99.99,39.4,136.52,141.51,39,31.02,-99.99,-99.99,46.52,17.87,377.59,129.81,891.64,7.67,10.35,137.72,-99.99,50.4,283.47,31.16,114.22,57.61,26.07,75.46,10.84,80.96,109.6,14.76,57.1,24.72
195312,202.37,59.01,-99.99,49.72,88.89,18.18,27.19,17.87,43.18,20.28,-99.99,41.65,81.59,250.06,17.93,21.08,54.33,18.58,88.28,-99.99,40.35,144.52,140.51,40.58,31.75,-99.99,-99.99,45.88,18.38,379.78,133.04,911.46,7.88,10.42,139.22,-99.99,51.54,284.92,31.07,121.86,58.11,26.35,77.3,10.98,84.37,117.05,14.33,57.86,25.56
195401,199,59.55,-99.99,48.76,84.72,17.78,27.73,17.64,42.95,19.81,-99.99,40.03,80.26,251.62,18.95,20.28,54.83,17.79,86.98,-99.99,39.87,142.13,139.2,41.48,31.08,-99.99,-99.99,44.04,17.31,381.26,133.17,903.48,8.16,10.78,143.75,-99.99,51.48,284.84,30.05,123.13,55.4,26.17,77.74,10.84,84.99,116.3,14.48,56.97,26.51
195402,215.09,61.7,-99.99,51.67,86.25,18.4,28.55,19.09,44.48,20.33,-99.99,41.59,84.92,254.18,20.55,21.77,58.26,18.98,93.55,-99.99,42.98,152.29,147.05,44.76,33.31,-99.99,-99.99,47.64,18.92,414,137.1,920.51,8.09,10.9,153.27,-99.99,53.43,304.62,34.46,128.19,59.67,27.96,79.99,11.47,89.57,114.55,15.29,59.38,27.43
195403,216.53,61.22,-99.99,51.28,81.94,17.98,29.5,20.19,44.16,20.61,-99.99,41.53,84.31,252.58,20.15,21.98,59.32,18.82,92.55,-99.99,43.85,160.32,147.24,47.59,33.99,-99.99,-99.99,49.29,17.42,421.81,138.77,944.09,8.05,11.06,162.16,-99.99,54.39,316.82,33.94,129.4,59.78,28.66,79.62,11.52,90.08,119,15.58,59.82,28.26
195404,217.11,62.75,-99.99,49.44,82.02,18.47,30.7,20.22,46.33,20.84,-99.99,40.76,84.48,263.66,20.27,21.31,60.11,19.38,99.1,-99.99,44.3,170.52,152.51,55.21,35.03,-99.99,-99.99,50.84,17.51,439.68,142.13,947.39,8.24,11.27,185.07,-99.99,59.89,331.82,34.53,137.45,59.33,28.41,79.75,11.19,93.56,123.13,15.38,63,28.77
195405,225.6,63.18,-99.99,48.75,85.17,19.37,30.59,21.65,47.57,20.71,-99.99,39.25,85.88,286.26,22.78,20.1,62.19,20.31,105.61,-99.99,46.56,191.62,160.41,54.73,35.43,-99.99,-99.99,52.39,17.14,466.89,143.42,966.11,8.25,11.58,188.51,-99.99,62.58,344.27,35.45,148.67,60.24,28.6,80.91,11.39,96.98,131.65,15.28,67.39,28.88
195406,209.96,64.22,-99.99,51.3,84,19.25,31.81,22.48,50.4,21.43,-99.99,42.37,86.15,294.96,22.44,22.55,63.86,20.3,111.72,-99.99,48.57,184.6,165.27,58.62,37.23,-99.99,-99.99,55.94,18.34,476.25,146.7,977.93,8.67,11.65,198.96,-99.99,65.09,365.46,37.62,150.99,63.04,28.75,82.75,12.14,96.58,131.07,15.03,69.61,28.82
